Unnamed: 0,User,Tweet,Cleaned_Tweet,Sentiment,Label
3742,KrisVanor,"@RahulGandhi For 70 years it was easy for you cause, BUT followed IF.
There is a significant difference between BUT and BJP.
#BJP",years easy cause followed significant difference bjp bjp,0.4041666666666667,1.0
3743,krish_IN,@RahulGandhi India is not to do experiment with. .#MinimumIncomeGuarantee is just to woo voters with lies . Gareeb ko aur gareeb Banao .. @narendramodi have the vision to take India forward trust him for another 5 years and be proud of urself..#Modi #RahulGandhi #ModiAgain2019,india experiment minimumincomeguarantee woo voters lies gareeb ko aur gareeb banao vision take india forward trust another years proud urselfmodi rahulgandhi modiagain,0.8,1.0
3744,iam_manju,@GauthamMachaiah @dp_satish The amount of campaigning Rahul does is directly proportional to the increase in BJP Votes in those respective constituencies. His record of debates/speeches is worse #LokSabhaElections2019 #Karnataka,amount campaigning rahul directly proportional increase bjp votes respective constituencies record debatesspeeches worse loksabhaelections karnataka,-0.10000000000000002,0.0
3745,jitengajaria,"Rahul says 12,000 while Priyanka says 6,000. Don't be surprised. The numbers they throw is directly proportionate to the last dosage of drugs. Jo jyada snort kiya, uska figure jyada. #LokSabhaElections2019",rahul says priyanka says dont surprised numbers throw directly proportionate last dosage drugs jo jyada snort kiya uska figure jyada loksabhaelections,0.06666666666666667,1.0
3746,chikkerur2011,"@RahulGandhi -Whats wrong if all tax payers especially Salaried do strike infront of all @INCIndia  offices against #NYAY program. If @hd_kumaraswamy @siddaramaiah can do strike against #ITRaid .  Days are not far ..🤔😜
#BJP #congress @KiranKS @Kant209 @AnandKkhan @rishibagree",whats wrong tax payers especially salaried strike infront offices nyay program strike itraid days far bjp congress,-0.13333333333333333,0.0
3749,Minukrishna83,"""I understand democracy as something that gives the weak the same chance as the strong."".             
- Mahatma Gandhi
#Elections2019 #LokSabhaElections2019",understand democracy something gives weak chance strong mahatma gandhi elections loksabhaelections,0.029166666666666646,1.0
3751,Amitguj281983,"Rahul Gandhi previously told if he comes to power he will close AyushmanBharat &amp; GST. Now he is telling he will also break NITI aayog

But they think its #BJP who breaking all institutes.

What a double standards of #congress

#shameoncongress
#DynastyMuktBharat 
#IndiaWithNaMo",rahul gandhi previously told comes power close ayushmanbharat amp gst telling also break niti aayog think bjp breaking institutes double standards congress shameoncongress dynastymuktbharat indiawithnamo,-0.08333333333333333,0.0
3755,SauravR23789973,@BhaskarKarki4 @INCIndia Strange to see that in today's scenario people are interested to join the Gang of Thugs known as #INC and it s leader as their role model @RahulGandhi the great Comedian of the nation .,strange see todays scenario people interested join gang thugs known inc leader role model great comedian nation,0.3333333333333333,1.0
3756,TheHeartOfIndia,@timesofindia My foot .... India is in mess because of Gandhi family. Bloody thieves. #LokSabhaElections2019 #ModiOnceMore,foot india mess gandhi family bloody thieves loksabhaelections modioncemore,-0.48750000000000004,0.0
3757,Gaurav_P_Sharma,"The biggest victory for @narendramodi is achieving #congressmukhtbharat

Today the @INCIndia &amp; @RahulGandhi talk about schemes involving people on basis of age, monetary status.. not on the basis of religion, caste and beliefs

Politics silently changed for good
#BJP
#NDA
#LS2019",biggest victory achieving congressmukhtbharat today amp talk schemes involving people basis age monetary status basis religion caste beliefs politics silently changed good bjp nda ls,0.35,1.0
3758,nagendrakrishna,"Girl's parents : How much does the boy earn?

Boy's parents : At present nothing but if Rahul becomes PM, he will earn Rs. 6000 in a month.

#LokSabhaElections2019
#Elections2019 
#thinkbeforeyouvote
#ModiFor2019",girls parents much boy earn boys parents present nothing rahul becomes pm earn rs month loksabhaelections elections thinkbeforeyouvote modifor,0.1,1.0
3759,MrinaalDatt,"Can't help but remember Dr. Manmohan Singh's ""paise ped par Ni udte hai"" speech when Rahul Gandhi talks about his idiotic ""garibi hatao"" scheme.
#DynastyMuktBharat #Superpowerby2050 #LokSabhaElections2019 #BadIndianHabits #NyayScheme",cant help remember dr manmohan singhs paise ped par ni udte hai speech rahul gandhi talks idiotic garibi hatao scheme dynastymuktbharat superpowerby loksabhaelections badindianhabits nyayscheme,-0.6666666666666666,0.0
3761,AshishRejikumar,"@TimesNow OMG Rahul Gandhi learned to make meaningful statements. Berozgari exists, the only drawback of the #NDA gov. But we are happy that every other necessity has been fulfilled by the NDA in 5 years which #INC could'nt in 50 years. #MainBhiChowkidar #MainBhiBerozgar",omg rahul gandhi learned make meaningful statements berozgari exists drawback nda gov happy every necessity fulfilled nda years inc couldnt years mainbhichowkidar mainbhiberozgar,0.65,1.0
3762,ChowkidaarRai,As a general public my question to#Rahul Gandhi  &amp; #India National Congress #INC#plz show me the proof of speech by the Prime Minister where he promised to Pay 15 to lakh to every Indian.i promise you that i will give my vote to you &amp;If not then you should say sorry.,general public question torahul gandhi amp india national congress incplz show proof speech prime minister promised pay lakh every indiani promise give vote ampif say sorry,-0.15,0.0
3763,M_K_Arora,"All ladies be careful you won't get any maid for 🏠 house, if Rahul Gandhi pays 6k per month to them...

 Be careful while voting.
😜😜🤔🤔🤔.. 

#LokSabhaElections2019",ladies careful wont get maid house rahul gandhi pays k per month careful voting loksabhaelections,-0.1,0.0
3764,shivamsverma,"Wht kind of govt admin experience @RahulGandhi has? He was never a cabinet minister or CM. He is an MP from Amethi only b'coz it is the traditional seat of INC. Why media is portraying him as a PM candidate?
#LokSabhaElections2019 #BJP4India 
@indiatvnews  @aajtak @republic",wht kind govt admin experience never cabinet minister cm mp amethi bcoz traditional seat inc media portraying pm candidate loksabhaelections bjpindia,0.3,1.0
3765,giv_a_damn,"In conversation with Uber Driver in US...
He: So sir, what's going on back in India.

Me: Election coming up.

He: Modi is coming for sure. How can Rahul come in power? 

Me: Just like Trump came in US!

He was so happy, he charged me less for the ride.
#Chowkidar #RahulGandhi",conversation uber driver us sir whats going back india election coming modi coming sure rahul come power like trump came us happy charged less ride chowkidar rahulgandhi,0.2833333333333333,1.0
3766,mragank_rastogi,"@LegalKant @narendramodi No Need to ask question. He was making tall promises for #BJP just like @RahulGandhi doing right now for #Congress. it is upon 'cattle class people', whose offer  they like most.",need ask question making tall promises bjp like right congress upon cattle class people whose offer like,0.2857142857142857,1.0
3767,smohantyblr,They way @RahulGandhi s saying he will destroy @NITIAayog that shows his mindset of kingship or Royal dynasty. He will not respect anything build up by ordinary Indian citizens. @PMOIndia @narendramodi ji should make strong protest against assault on institutions. @AmitShah #BJP,way saying destroy shows mindset kingship royal dynasty respect anything build ordinary indian citizens ji make strong protest assault institutions bjp,-0.005555555555555573,0.0
3768,ShaktiShekhar,Who will win #LokSabhaElections2019 which is clearly a contest between #Chowkidar Narendra Modi &amp; Leader of 'India's First Family' Rahul Gandhi?,win loksabhaelections clearly contest chowkidar narendra modi amp leader indias first family rahul gandhi,0.3833333333333333,1.0
3773,ajaychat555,"@narendramodi, informed the nation in his interview to @Republic_Bharat tht opposition was ready to organise candle march for d release of #Abhinandan 
They wr doing d same protest to bring hostages frm Kandahar
Now #BJP is responsible for releasing Azhar.
@INCIndia
@RahulGandhi",informed nation interview tht opposition ready organise candle march release abhinandan wr protest bring hostages frm kandahar bjp responsible releasing azhar,0.2,1.0
3774,chipspolitics_,"Aware that #Congress of Rahul Gandhi is not perfect. But. Given a choice between that and #BJP for everything that each stands, I know my choice. 
Tricolour  🇮🇳  Saffron, White and Green, same area for each in the flag",aware congress rahul gandhi perfect given choice bjp everything stands know choice tricolour saffron white green area flag,0.2625,1.0
3775,Raj111188,"@INCIndia @pewresearch A humble request!!!

Dear friends, let's not lose friendship over politics 🙏🙏

I make a wish today. May the BJP voters get a son like Modi.. and Congress voters get a son like Rahul Gandhi
😆😆😆😆

(Debate settled 😎😎) #BJP  #Congress",humble request dear friends lets lose friendship politics make wish today may bjp voters get son like modi congress voters get son like rahul gandhi debate settled bjp congress,-0.2,0.0
3776,STilakdhary,"@INCIndia @RahulGandhi #worst Government #congress.
#Bekar Government.
#Bjp Again.",worst government congress bekar government bjp,-1.0,0.0
3778,UnitedNMB,"It's not about Voting Narendra Modi or Rahul Gandhi.
It's about choosing a person who will make India better.
I know which one will make it happen.
#NarendraModi #2019Elections",voting narendra modi rahul gandhi choosing person make india better know one make happen narendramodi elections,0.5,1.0
3779,AnkitTiwari_Ji,Indian Constitution guarantee equality of all citizens. No family is higher or lower than any other #Indian family. #Congress #RahulGandhi #PriyankaVadra #Modi @INCIndia @RahulGandhi,indian constitution guarantee equality citizens family higher lower indian family congress rahulgandhi priyankavadra modi,0.25,1.0
3782,Arya00Sumit,"Total Expenditure on Congress plan
=250000000×72000
=18000000000000
=1800000 crores
=18 lakh crores
Do you have any idea of burden of such huge amount over the economy of our nation, Mr Rahul gandi?
#RahulGandhi  #Congress",total expenditure congress plan crores lakh crores idea burden huge amount economy nation mr rahul gandi rahulgandhi congress,0.20000000000000004,1.0
3783,balasubra9,"#CharsiPappu I will use the money to track down the scams of Rahul gandi, Sonia maino Ghandy,  Vadra and also track down their illegal swiss bank accounts.@RahulGandhi @INCIndia #presstitutes #RahulGandhi",charsipappu use money track scams rahul gandi sonia maino ghandy vadra also track illegal swiss bank accounts presstitutes rahulgandhi,-0.5,0.0
3785,Maango_maan,Muuh kholo foolish hone ka doubt hatao .. Yeh Sonia Gandhi ji ka banaya hua item. Only one model available in a country of 130 crores #Pappu  #PappuPanti  #MainBhiChowkidar #LokSabhaElections2019,muuh kholo foolish hone ka doubt hatao yeh sonia gandhi ji ka banaya hua item one model available country crores pappu pappupanti mainbhichowkidar loksabhaelections,0.4,1.0
3786,Maango_maan,@TarekFatah Muuh kholo foolish hone ka doubt hatao .. Yeh Sonia Gandhi ji banaya hua item. Only one model available in a country of 130 crores #Pappu  #PappuPanti  #MainBhiChowkidar #LokSabhaElections2019,muuh kholo foolish hone ka doubt hatao yeh sonia gandhi ji banaya hua item one model available country crores pappu pappupanti mainbhichowkidar loksabhaelections,0.4,1.0
3787,fashionistanik1,"Congratulations, #UrmilaMatondkar beautiful #MarathiMulgi, you are courageous and delicate at the same time. Hope to see you win. #Mumbai and #Maharashtra is all yours. Khup Khup shubechha! #INC right decision to select her @RahulGandhi @INCMumbai",congratulations urmilamatondkar beautiful marathimulgi courageous delicate time hope see win mumbai maharashtra khup khup shubechha inc right decision select,0.4089285714285714,1.0
3791,kumardurgesh262,"@RahulGandhi Sir, I pray to you as a #BigBrother and join hands with you that I want to leave the #BJP &amp; come to #Congress.Please join us in your party,Sir #LokSabhaElection is near by 2019 &amp; I also want to work hard with you in this #Election.I Request you.
Shri @RahulGandhi Ji",sir pray bigbrother join hands want leave bjp amp come congressplease join us partysir loksabhaelection near amp also want work hard electioni request shri ji,-0.09583333333333334,0.0
3792,kushagra811,Rahul Gandhi is making promises all over India that he will break all the promises he is making right now. #RahulGandhi,rahul gandhi making promises india break promises making right rahulgandhi,0.2857142857142857,1.0
3793,WongPing10,@waglenikhil #RahulGandhi and #PriyankaGandhi itself are insecure. Just remove Gandhi from their names and then they will not get a single vote. They are misusing name of Gandhiji,rahulgandhi priyankagandhi insecure remove gandhi names get single vote misusing name gandhiji,-0.2857142857142857,0.0
3795,casashikanta,"If you don't have any sorrow over farmer's suicide then vote for Modi.

 If you want the dead body of soldiers to be used for political gain then definitely vote for Modi.
#GeneralElections2019 
#LokSabhaElections2019 
@RahulGandhi @INCIndia @priyankagandhi",dont sorrow farmers suicide vote modi want dead body soldiers used political gain definitely vote modi generalelections loksabhaelections,-0.06666666666666667,0.0
3796,casashikanta,"If you still want to be unemployed then vote for Modi. 

If you still trust in fake promises then vote for Modi.
#GeneralElections2019
#LokSabhaElections2019
@RahulGandhi @INCIndia",still want unemployed vote modi still trust fake promises vote modi generalelections loksabhaelections,-0.5,0.0
3797,JKV71,"#bjp #rahulgandhi Varanasi Polling date is May 19, 2019......Priyanka Gandhi could very well use this time to compaign in South India (like Karnataka) as well to strengthen Congress presence there....along with her campaign in UP.....This could boost Cong seats by at least 15....",bjp rahulgandhi varanasi polling date may priyanka gandhi could well use time compaign south india like karnataka well strengthen congress presence therealong campaign upthis could boost cong seats least,-0.3,0.0
3798,arunjitmanna,"#LokSabhaElections2019 #India #BREAKING #BattleOf2019 Who should be the next PM?
1. Women empowerment 
2. Young vs Old
3. Resembling Indira Gandhi 
4. Sensible and hardworking 
5. Speaks appropriately and less
6. Resembles instant connect",loksabhaelections india breaking battleof next pm women empowerment young vs old resembling indira gandhi sensible hardworking speaks appropriately less resembles instant connect,0.0066666666666666706,1.0
3799,arunjitmanna,"#BattleOf2019 #LokSabhaElections2019 Should #India select Priyanka Gandhi as the next prime minister?
1. Women empowerment in top leadership 
2. Sensible, reflecting Indira Gandhi
3. Young vs Old in top leadership 
4. Honest and hardworking 
5. Charismatic 
@INCIndia #BREAKING",battleof loksabhaelections india select priyanka gandhi next prime minister women empowerment top leadership sensible reflecting indira gandhi young vs old top leadership honest hardworking charismatic breaking,0.32857142857142857,1.0
3801,abhay0629,@RahulGandhi I am surprised to hear discussion of class X students appearing for board exam that there’s no democracy in a political party Congress or any party with name“Congress”in it.Kids to understand it now.@Swamy39 @DeoKalikesh @narendramodi @AmitShah #congress #bjp #tmc #ncp #ShivSena,surprised hear discussion class x students appearing board exam theres democracy political party congress party namecongressin itkids understand congress bjp tmc ncp shivsena,0.05,1.0
3803,jak857,"For all females,

Pls be advised that, there will be no maids for households, if Rahul Gandhi pays 6k per month to them...

 Be careful while voting.
😜😜🤔🤔🤔..

For males,

If no maids, then you have to work at home as well... 😇😇😇
Think wisely before voting
#Congress #BJP",females pls advised maids households rahul gandhi pays k per month careful voting males maids work home well think wisely voting congress bjp,0.3,1.0
3804,jitengajaria,"72k per month. I hope those who believed Cong fake propoganda on Modi promising 15 lacs, now worry about how Rahul plans to take away 15 lacs from their account to fund a hare brained #NYAY . Extra aana chodo, Rahul jitna hain woh nikaal dega #LokSabhaElections2019 #NyayKaSach",k per month hope believed cong fake propoganda modi promising lacs worry rahul plans take away lacs account fund hare brained nyay extra aana chodo rahul jitna hain woh nikaal dega loksabhaelections nyaykasach,-0.09999999999999999,0.0
3805,mr_spotlight_,@RahulGandhi Hareyyy #papu don't copy everything that #Modi ji s alrdy dung... Stop cheating my people by fake propaganda..!! #NamoAgain #BJP4India #LokSabhaElections2019 #ModiOnceMore #Modi2019Wave,hareyyy papu dont copy everything modi ji alrdy dung stop cheating people fake propaganda namoagain bjpindia loksabhaelections modioncemore modiwave,-0.3,0.0
3806,ashishtayal_,"@RahulGandhi ""If"" will become ""uff"" on 23rd may 19.. you already know this fact Mr Rahul.. Correct me ""if"" I m wrong.
#KahoDilSeModiFirSe
#ModiSpeaksToBharat 
#LoksabhaElections2019 
#IndiaElects 
#VoteKar 
@narendramodi 
@BJP4India 
@BJP4Haryana",become uff rd may already know fact mr rahul correct wrong kahodilsemodifirse modispeakstobharat loksabhaelections indiaelects votekar,-0.5,0.0
3808,Chunawitricks,"#LokSabhaElections2019 #IndiaElects #LokSabhaElection2019 Priyanka Gandhi taking Modi head on in Varansi . Arvind kejriwal suicide in 2014 LS election is a classic case for people to learn. All news channels ate Showing Modi Vs Rahul, Time to show Modi Vs Priyanka..",loksabhaelections indiaelects loksabhaelection priyanka gandhi taking modi head varansi arvind kejriwal suicide ls election classic case people learn news channels ate showing modi vs rahul time show modi vs priyanka,0.16666666666666666,1.0
3812,PrateekThenge,"#LokSabhaElections2019 #FridayFeeling @sudhirchaudhary 
I don't approve political jokes............... I've seen too many of them get elected
#IndiaElects #peopleofindia 
#modi #RahulGandhi @RahulGandhi 
@narendramodi",loksabhaelections fridayfeeling dont approve political jokes ive seen many get elected indiaelects peopleofindia modi rahulgandhi,0.25,1.0
3813,pmkv27,@rishibagree But the same old Gandhi 😀😀😀@RahulGandhi #Gandhi #Pappu #RahulGandhi,old gandhi gandhi pappu rahulgandhi,0.1,1.0
3814,issa_jatt19,"@Dayweekaa @RahulGandhi You are talking as if #ModiScamCentury showered a million jobs on us, in the last 5 years. How many did u get ? At least @RahulGandhi ji had itna guts that he dared to say so. #bjp and PM ne kitna Bills pass karwaye abhi tak, especially women's bill?? Miss or mrs. ""Chowkidar""🤣🤣",talking modiscamcentury showered million jobs us last years many u get least ji itna guts dared say bjp pm ne kitna bills pass karwaye abhi tak especially womens bill miss mrs chowkidar,0.05,1.0
3817,verbalcactus,"Just the numbers: There are 3.8 crore tax payers in India. Rahul Gandhi has promised 72,000 pa to 5 crore families. So each tax payer has to give over 90,000 per annum in additional taxes on an average.

#RahulGandhi",numbers crore tax payers india rahul gandhi promised pa crore families tax payer give per annum additional taxes average rahulgandhi,-0.15,0.0
3818,ChandanRaut_,"@sardanarohit #पप्पू_पागल_हो_गया 

Rahul Gandhi became mad he can do anything if he won the #LokSabhaElections2019 !!! But can he Win !!!!,👎👎👎👎
@RahulGandhi @INCIndia",rahul gandhi became mad anything loksabhaelections win,0.08750000000000002,1.0
3819,KyasapuraS,"Thanks to #Nehru 's Grandson #RajivGandhi #SanjuSamson scored a century today at #Hyderabad !
Arey, the match venue is Sri Rajiv Gandhi International #Cricket Stadium !😂
Dedicated to #RahulGandhi &amp; his #Pidi #Congress !
#SRHvRR 
#IPL2019",thanks nehru grandson rajivgandhi sanjusamson scored century today hyderabad arey match venue sri rajiv gandhi international cricket stadium dedicated rahulgandhi amp pidi congress srhvrr ipl,0.1,1.0
3820,Pradeepkumarkvk,"@amjadbhat_ @RaghuramanMenon @RahulGandhi @TimesNow @ndtvindia @Shehzad_Ind First of all every Muslim should  understand @INCIndia always used you as vote bank, Did nothing for uplifting. 
Go to any city in India one area which you see dingy, full of filth is a Muslim Area. 
There can be 10000 difference in ideology but nobody used you as much as #INC",first every muslim understand always used vote bank nothing uplifting go city india one area see dingy full filth muslim area difference ideology nobody used much inc,0.26666666666666666,1.0
3821,Rahul01177900,@rahulkanwal @IndiaToday @prasannamohanty Supporter is ready for congress nd rahul gandhi ...sir ur mankind person evrybody knows nd...votes are wait #rahulgandhi,supporter ready congress nd rahul gandhi sir ur mankind person evrybody knows ndvotes wait rahulgandhi,0.2,1.0
3822,Vineet_Dwivedy,"@timesofindia @RahulGandhi I think time has come for the people of India to think about #INC and decide about it's future.
It has become cheap and an obsolete piece of junk.",think time come people india think inc decide future become cheap obsolete piece junk,0.2,1.0
3823,imkhanfiroz,"@OfficialUrmila @RahulGandhi @INCIndia Congratulations. Good choice #INC
Best of luck!!!!!!",congratulations good choice inc best luck,0.85,1.0
3824,RGRawat16,"@RahulGandhi You are damn serious about social welfare and promote a transparent govt system.

And in other side Modi govt did nt announce a single scheme which can make difference.

My vote for Rahul Gandhi
#LokSabhaElections2019",damn serious social welfare promote transparent govt system side modi govt nt announce single scheme make difference vote rahul gandhi loksabhaelections,-0.12380952380952381,0.0
3825,news24tvchannel,"""Up to Priyanka to decide if she wants to contest election or not"": Rahul Gandhi 

#LokSabhaElections2019 #PriyankaGandhi @priyankagandhi",priyanka decide wants contest election rahul gandhi loksabhaelections priyankagandhi,0.2,1.0
3827,manig16,"With another loss in sight for the ailing #Congress party &amp; its weakest leader #RahulGandhi having no grasp on issues, Congress turned towards Harvard Kennedy School Prof. Steve Jarding. From thin air, Rahul announces #MInimumIncomeGuarantee for 50 million poor families. #India",another loss sight ailing congress party amp weakest leader rahulgandhi grasp issues congress turned towards harvard kennedy school prof steve jarding thin air rahul announces minimumincomeguarantee million poor families india,-0.4,0.0
3829,gauravdedhia2,"Rahul to a Gujarati Poor: If I win you will get 72000 Rs. per Year.

Gujarati Poor to Rahul: You give it right now if you lose we will give you back!

Rahul: YE modiji ki Saazish hain!!
#RahulCheatsPoor #RahulGandhi",rahul gujarati poor win get rs per year gujarati poor rahul give right lose give back rahul ye modiji ki saazish hain rahulcheatspoor rahulgandhi,0.05714285714285714,1.0
3830,maqbool_sm,"While the BJP's failures and Modiji's false promises and incompetence are certainly election issues, we have more than enough to share when it comes to our plans and our vision for India: @RahulGandhi

#ParivartanBusYatra
#LoksabhaElections2019 
#RahulForBehtarBharat",bjps failures modijis false promises incompetence certainly election issues enough share comes plans vision india parivartanbusyatra loksabhaelections rahulforbehtarbharat,-0.061904761904761935,0.0
3831,SudeshGanar,"@RahulGandhi It's simplified and got better system than Congress regime.
*Passport-process simplified
*Gas connection- Simplified
*Escalators provided in railway
*Eleminated load shading
*Clean railway stations
*Online free liabrary
*Ministers responding on single tweet.
और कुछ पप्पू #bjp",simplified got better system congress regime passportprocess simplified gas connection simplified escalators provided railway eleminated load shading clean railway stations online free liabrary ministers responding single tweet bjp,0.2988095238095238,1.0
3832,asarpotar,"@IndianExpress A question.. @RahulGandhi is out on bail. And Sonia Gandhi; Robert Vadra.
If Rahul wins: becomes PM, Sonia made President, Vadra Defence Min - do all corruption cases against them get closed because they are Gods?
Can criminals b PM / Pres?
#LokSabhaElections2019 #JustSaying",question bail sonia gandhi robert vadra rahul wins becomes pm sonia made president vadra defence min corruption cases get closed gods criminals b pm pres loksabhaelections justsaying,0.09999999999999999,1.0
3833,VivekUvaach,"""Virat Kohli blamed the umpire for not noticing the no-ball"" I told Lulu, my parrot. ""Doesn't he sound like Rahul Gandhi?"" he asked. #RahulGandhi #ViratKohli #Namo",virat kohli blamed umpire noticing noball told lulu parrot doesnt sound like rahul gandhi asked rahulgandhi viratkohli namo,0.4,1.0
3836,ec7104de70df411,"@rssurjewala Please Stop Living with Rahul Gandhi it's slowly effecting your behaviour😠😠😠

#LokSabhaElections2019 
#ModiSpeaksToBharat",please stop living rahul gandhi slowly effecting behaviour loksabhaelections modispeakstobharat,-0.30000000000000004,0.0
3837,Dailyaddaa,"""Up to Priyanka to decide if she wants to contest election or not"": Congress president Rahul Gandhi (news agency PTI)

#LokSabhaElections2019 #ElectionsWithdailyaddaa",priyanka decide wants contest election congress president rahul gandhi news agency pti loksabhaelections electionswithdailyaddaa,0.2,1.0
3839,ndtv,"""Up to Priyanka to decide if she wants to contest election or not"": Congress president Rahul Gandhi (news agency PTI)

#LokSabhaElections2019 #ElectionsWithNDTV",priyanka decide wants contest election congress president rahul gandhi news agency pti loksabhaelections electionswithndtv,0.2,1.0
3841,rockbhavan,@ShatruganSinha @RahulGandhi #Fcuk gayee bhes Panee Mai hahahaahaa @sonakshisinha you didn’t let your daddy go in wrong hands sorry to say very sad day in your #family. Seriously after bypass has he lost his mind to go and stand with #corrupt congress. Did he forgot all #corruption. Is he so desperate?? #bjp,fcuk gayee bhes panee mai hahahaahaa didnt let daddy go wrong hands sorry say sad day family seriously bypass lost mind go stand corrupt congress forgot corruption desperate bjp,-0.4888888888888889,0.0
3843,KirtiYPanchal,Why is it so difficult to believe that @narendramodi isn’t so bad and that @RahulGandhi is not fit to become the next PM? #BJP #Congress #IndiaVotes #politics,difficult believe isnt bad fit become next pm bjp congress indiavotes politics,-0.19999999999999993,0.0
3844,arul75,@sugataraju @INCIndia @RahulGandhi Peoples always run behind money ( Not for future development of the nation )💰 perfect example. If some one come n says 2L means she definitely run big of them. Try to educate them to towards development more imp ( make them to earn those money by them self ) #NCA #BJP #Poll19,peoples always run behind money future development nation perfect example one come n says l means definitely run big try educate towards development imp make earn money self nca bjp poll,0.12,1.0
3847,ravirao83,@ANI Looks like Rahul Gandhi has made Urmila Matondkar the Congress boss for Mumbai. Look at the picture. All the other seniors looking redundant. #LokSabhaElections2019,looks like rahul gandhi made urmila matondkar congress boss mumbai look picture seniors looking redundant loksabhaelections,-0.2,0.0
3848,Gamers_JoyRide,"@RahulGandhi Rahul sir, what is new here? And also- why are you talking about business? Weren't you and your team opposing the idea of business and you mocked the current Govt for not giving jobs? Why are you singing the same song now? #LokSabhaElections2019",rahul sir new also talking business werent team opposing idea business mocked current govt giving jobs singing song loksabhaelections,0.06818181818181818,1.0
3850,theganeriwal,"The only difference between RCB and Rahul Gandhi is RCB still has a chance to win this year.
#LokSabhaElections2019",difference rcb rahul gandhi rcb still chance win year loksabhaelections,0.8,1.0
3852,ranjona,So what if Priyanka Gandhi wears a cross and so what if Bengal schools teach Urdu? Why do we have to fall for the #BJP's cheap little divisive sectarian tricks? Can't we be bigger than this?,priyanka gandhi wears cross bengal schools teach urdu fall bjps cheap little divisive sectarian tricks cant bigger,0.053125000000000006,1.0
3853,CHKALYANKUMAR6,"The only thing consistent from Nehru to Rahul Gandhi is ""Garibi Hatao"" . . .

In #LokSabhaElections2019 Indians have decided on #CONgressHatao.

#PhirEkBaarModiSarkar",thing consistent nehru rahul gandhi garibi hatao loksabhaelections indians decided congresshatao phirekbaarmodisarkar,0.25,1.0
3855,readobit,"Congress playing soft Hindutva card in UP with Priyanka Gandhi Vadra's Ayodhya visit. 

Ram Mandir is still a big issue on ground level. 

Interesting fact is Mr. Modi never visited ayodhya in last 5 years.

#LokSabhaElections2019",congress playing soft hindutva card priyanka gandhi vadras ayodhya visit ram mandir still big issue ground level interesting fact mr modi never visited ayodhya last years loksabhaelections,0.15,1.0
3857,kumardurgesh262,"@RahulGandhi Sir,I pray to you as a #BigBrother &amp; join #Hands with you that I want to leave the #BJP &amp; come to #Congress.Please join us in your #Party,Sir #LokSabhaElection is near by 2019 and I also want to work hard with you in this #Election.I Request you.
Shri @RahulGandhi Ji",siri pray bigbrother amp join hands want leave bjp amp come congressplease join us partysir loksabhaelection near also want work hard electioni request shri ji,-0.09583333333333334,0.0
3858,arvindsingh_dev,"Am asking people who will they vote. Reply-Modi ke samne kaun hai? No challenge Modi. A consistent, unfaltering leader could have posed him challenge. Instead intellectuals made a pedestrian sloganeer Rahul their pivot to take on Modi. #LokSabhaElections2019 #ModiSpeaksToBharat",asking people vote replymodi ke samne kaun hai challenge modi consistent unfaltering leader could posed challenge instead intellectuals made pedestrian sloganeer rahul pivot take modi loksabhaelections modispeakstobharat,0.25,1.0
3860,WokeGhost_,"Modi declaring India's ASAT capabilities in time tense regime with pakistan is violation of MOC

Rahul announcing 72k if votes to power, is game changer

Matlab natural hai ya koi course kiya hai ghulami me

#LokSabhaElections2019 
#ModiSpeaksToBharat",modi declaring indias asat capabilities time tense regime pakistan violation moc rahul announcing k votes power game changer matlab natural hai ya koi course kiya hai ghulami loksabhaelections modispeakstobharat,-0.21111111111111114,0.0
3861,RahulSondhi,"@RahulGandhi All this already part of StartUp/ StandUp India plan. What's new Mr Gandhi? Your government only introduced Angel Tax and when present government has already taken steps to shield genuine companies from this levy, you are talking of saying Good Bye to it.  #LokSabhaElections2019",already part startup standup india plan whats new mr gandhi government introduced angel tax present government already taken steps shield genuine companies levy talking saying good bye loksabhaelections,0.3090909090909091,1.0
3862,thakurnikhil07,"Girl's parents : How much does the boy earn?

Boy's parents : At present nothing but if Rahul becomes PM, he will earn Rs. 6000 in a month. ☺😊😊

#BJP 
#Chowkidars",girls parents much boy earn boys parents present nothing rahul becomes pm earn rs month bjp chowkidars,0.1,1.0
3863,sanjaymishra42,"@ashoswai This was yet another desperate attempt by Modi to get votes, who is vulnerable now. His greatest folly that the public can be fooled again. 
@RahulGandhi @rssurjewala @SalmanSoz @sanjayuvacha @shahid_siddiqui @priyankagandhi

#LokSabhaElections2019 
#RahulForBehtarBharat",yet another desperate attempt modi get votes vulnerable greatest folly public fooled loksabhaelections rahulforbehtarbharat,-0.025000000000000022,0.0
3865,abhitryst,"Two headaches given to India by Nehru 
- Kashmir
- Ram Mandir 

Now fake Gandhi alias Priyanka Vadra will visit Ayodhya to do Photo-op.

#LokSabhaElections2019 
#PinkiInAyodhya",two headaches given india nehru kashmir ram mandir fake gandhi alias priyanka vadra visit ayodhya photoop loksabhaelections pinkiinayodhya,-0.5,0.0
3866,R0hitSachdeva,"For all females,

Pls be advised that, there will be no maids for households, if Rahul Gandhi pays 6k per month to them...

 Be careful while voting.
😜😜

For males,

If no maids, then you have to work at home as well... 😇😇😇
Think wisely before voting
#LokSabhaElections2019",females pls advised maids households rahul gandhi pays k per month careful voting males maids work home well think wisely voting loksabhaelections,0.3,1.0
